Player	Team	PS	GP	Min	FGM	FGA	3M	3A	FTM	FTA	OR	TR	AS	ST	TO	BK	PF	DQ	PTS	TC	EJ	FF	Sta
"sims,henry"	bro	C	14	263	33	77	0	1	25	30	21	72	9	9	12	13	37	0	91	0	0	0	4
"singler,kyle"	okl	SF	68	983	86	221	30	97	29	44	50	141	24	30	32	9	120	0	231	0	0	0	2
"sloan,donald"	bro	PG	61	1317	154	350	38	99	78	104	17	173	268	32	80	4	73	0	424	0	0	0	33
"smart,marcus"	bos	PG	61	1666	184	529	61	241	129	166	76	255	186	91	80	18	183	1	558	2	0	0	10
"smith,greg"	min	PF	18	194	18	32	0	0	7	17	12	42	6	4	7	1	28	1	43	0	0	0	0
"smith,ish"	nor	PG	27	618	98	228	10	33	33	43	14	92	154	24	45	6	38	0	239	0	0	0	3
"smith,ish"	phi	PG	50	1622	299	739	46	137	89	133	29	213	348	64	130	18	95	0	733	0	0	0	50
"smith,ish"	tot	PG	77	2240	397	967	56	170	122	176	43	305	502	88	175	24	133	0	972	0	0	0	53
"smith,j.r."	cle	SG	77	2367	353	849	204	510	45	71	43	217	131	81	59	21	204	1	955	3	0	0	77
"smith,jason"	orl	PF	76	1180	244	503	4	16	54	67	53	218	62	33	57	65	163	1	546	1	0	0	2
"smith,josh"	hou	PF	23	418	58	169	23	85	12	25	18	67	47	16	36	13	56	1	151	1	0	0	6
"smith,josh"	lac	SF	32	460	69	180	18	58	25	42	34	126	42	18	41	34	62	0	181	0	0	0	1
"smith,josh"	tot	SF	55	878	127	349	41	143	37	67	52	193	89	34	77	47	118	1	332	1	0	0	7
"smith,russ"	mem	PG	15	65	7	22	1	5	8	13	1	9	11	5	7	1	5	0	23	0	0	0	0
"snell,tony"	chi	SF	64	1300	126	339	56	155	30	33	19	199	63	16	52	17	100	0	338	0	0	0	33
"speights,marrees"	gsw	C	72	836	197	456	24	62	94	114	77	239	61	19	66	34	117	0	512	2	0	0	0
"splitter,tiago"	atl	PF	36	579	81	155	0	2	39	48	45	121	30	20	24	12	71	0	201	0	0	0	2
"stauskas,nik"	phi	SG	73	1798	210	542	106	324	91	118	23	183	139	44	93	20	111	0	617	0	0	0	35
"stephenson,lance"	lac	SG	43	678	82	166	19	47	21	30	19	108	60	24	48	3	79	1	204	2	0	0	10
"stephenson,lance"	mem	SF	26	693	146	308	11	31	66	81	21	115	73	19	46	6	56	0	369	0	0	0	3
"stephenson,lance"	tot	SF	69	1371	228	474	30	78	87	111	40	223	133	43	94	9	135	1	573	2	0	0	13
"stepheson,alex"	lac	PF	4	12	1	1	0	0	0	2	1	2	0	0	0	2	4	0	2	0	0	0	0
"stepheson,alex"	mem	SF	4	60	8	26	0	0	4	10	18	26	2	1	0	3	8	1	20	0	0	0	0
"stepheson,alex"	tot	SF	8	72	9	27	0	0	4	12	19	28	2	1	0	5	12	1	22	0	0	0	0
"stokes,jarnell"	mem	PF	2	4	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0
"stokes,jarnell"	mia	C	5	14	3	5	0	0	1	2	0	2	1	1	0	0	1	0	7	0	0	0	0
"stokes,jarnell"	tot	C	7	18	3	5	0	0	1	2	1	4	1	1	0	0	1	0	7	0	0	0	0
"stoudemire,amare"	mia	PF	52	765	125	221	0	0	50	67	65	222	27	19	47	41	92	0	300	2	0	0	36
"stuckey,rodney"	ind	PG	58	1275	183	444	20	83	131	158	19	156	142	43	76	8	77	0	517	1	0	0	1
"sullinger,jared"	bos	PF	81	1917	351	807	29	104	103	161	194	673	187	75	102	47	209	2	834	2	0	0	73
"tavares,walter"	atl	C	11	69	11	19	0	0	3	8	7	21	3	1	5	6	8	0	25	0	0	0	0
"teague,jeff"	atl	PG	79	2248	434	986	110	274	261	312	33	213	470	98	218	24	167	2	1239	0	0	0	78
"teletovic,mirza"	pho	PF	79	1683	332	777	181	460	120	155	55	302	90	32	84	21	159	1	965	1	0	0	1
"temple,garrett"	was	SG	80	1951	201	505	89	257	91	125	36	212	140	69	64	18	195	3	582	0	0	0	43
"terry,jason"	hou	SG	72	1261	151	376	93	261	27	33	14	78	103	47	49	9	91	0	422	1	0	0	7
"thomas,isaiah"	bos	PG	82	2647	591	1382	167	465	474	544	46	243	509	91	220	9	167	1	1823	9	0	0	79
"thomas,lance"	nyk	SF	59	1323	169	382	44	109	102	119	34	131	53	22	57	7	109	2	484	0	0	0	5
"thompson,hollis"	phi	SG	77	2158	270	681	149	393	69	96	55	274	99	36	76	24	187	2	758	0	0	0	17
"thompson,jason"	gsw	PF	28	178	20	42	0	0	20	32	10	54	19	4	7	8	40	0	60	1	0	0	1
"thompson,jason"	tor	C	19	293	32	66	5	15	18	22	22	79	10	8	8	12	40	0	87	0	0	0	6
"thompson,jason"	tot	C	47	471	52	108	5	15	38	54	32	133	29	12	15	20	80	0	147	1	0	0	7
"thompson,klay"	gsw	SG	80	2661	651	1386	276	648	193	221	35	306	166	60	138	50	152	0	1771	0	0	0	80
"thompson,tristan"	cle	C	82	2269	247	420	0	0	149	242	268	738	63	38	61	51	202	0	643	1	0	0	34
"thornton,marcus"	hou	SG	47	885	174	435	73	216	51	58	31	114	66	34	40	3	73	0	472	0	0	0	6
"thornton,marcus"	was	SG	14	225	42	107	18	55	16	21	7	35	19	13	11	1	17	0	118	0	0	0	2
"thornton,marcus"	tot	SG	61	1110	216	542	91	271	67	79	38	149	85	47	51	4	90	0	590	0	0	0	8
"tolliver,anthony"	det	PF	72	1338	128	333	98	272	29	47	39	229	52	26	28	16	86	0	383	0	0	0	5
"toupane,axel"	den	SG	21	307	25	70	13	40	13	17	8	31	15	7	6	6	40	0	76	0	0	0	0
"towns,karl-antho"	min	C	82	2621	625	1152	30	88	223	275	226	854	161	58	183	138	245	1	1503	2	0	0	82
"tucker,p.j."	pho	SF	82	2540	239	582	68	206	106	142	165	512	177	106	111	20	202	3	652	4	0	0	80
"turner,evan"	bos	SG	81	2270	343	753	20	83	148	179	50	397	359	80	169	28	139	0	854	2	0	0	12
"turner,myles"	ind	PF	60	1368	264	530	3	13	88	121	68	332	41	25	67	86	158	1	619	0	0	0	30
"udrih,beno"	mem	PG	8	121	20	46	4	11	3	3	2	9	26	3	11	1	11	0	47	0	0	0	0
"udrih,beno"	mia	PG	36	587	66	151	11	33	15	17	6	63	89	11	42	0	40	0	158	0	0	0	5
"udrih,beno"	tot	PG	44	708	86	197	15	44	18	20	8	72	115	14	53	1	51	0	205	0	0	0	5
"valanciunas,jona"	tor	C	60	1558	303	536	0	0	162	213	184	548	42	25	85	80	158	2	768	3	0	0	59
"varejao,anderson"	cle	PF	31	310	32	76	0	1	16	21	24	91	20	11	16	5	35	0	80	1	0	0	0
"varejao,anderson"	gsw	C	22	184	21	48	0	0	16	29	13	50	15	5	6	5	35	0	58	0	0	0	0
"varejao,anderson"	tot	C	53	494	53	124	0	1	32	50	37	141	35	16	22	10	70	0	138	1	0	0	0
"vasquez,greivis"	mil	PG	23	461	44	137	17	72	22	26	5	47	91	10	40	0	42	0	127	0	0	0	0
"vaughn,rashad"	mil	SG	70	1000	82	266	44	147	12	15	11	88	38	29	28	16	73	0	220	0	0	0	6
"villanueva,charl"	dal	PF	62	667	125	328	47	173	22	24	24	152	24	18	31	15	71	0	319	2	0	0	4
"vonleh,noah"	por	PF	78	1173	117	279	11	47	38	51	91	305	30	27	50	26	152	1	283	0	0	0	56
"vucevic,nikola"	orl	C	65	2038	533	1046	2	9	113	150	173	572	179	54	123	70	173	2	1181	2	0	0	60
"vujacic,sasha"	nyk	SG	61	910	106	277	52	143	32	39	26	149	84	34	44	5	83	0	296	1	0	0	25
"wade,dwyane"	mia	SG	74	2258	540	1183	7	44	322	406	82	302	344	79	203	42	116	0	1409	3	0	0	73
"waiters,dion"	okl	SG	78	2157	282	705	86	241	112	157	36	202	154	81	120	15	143	0	762	4	0	0	15
"walker,kemba"	cha	PG	81	2885	568	1332	182	490	371	438	56	358	421	127	171	39	111	0	1689	5	0	0	81
"wall,john"	was	PG	77	2783	572	1349	115	327	272	344	42	378	790	145	318	59	159	0	1531	7	0	0	77
"warren,t.j."	pho	SF	47	1065	221	441	28	70	45	64	57	147	44	37	32	16	94	0	515	0	0	0	4
"watson,c.j."	orl	PG	33	655	47	137	14	48	34	39	10	67	89	19	25	5	49	0	142	0	0	0	2
"weber,briante"	mem	PG	6	167	13	38	0	5	3	4	8	24	20	9	9	3	11	0	29	0	0	0	4
"weber,briante"	mia	PG	1	3	1	1	0	0	0	0	0	1	1	0	0	0	1	0	2	0	0	0	0
"weber,briante"	tot	PG	7	170	14	39	0	5	3	4	8	25	21	9	9	3	12	0	31	0	0	0	4
"weems,sonny"	phi	SF	7	78	7	21	2	9	1	2	1	12	2	0	4	0	7	0	17	0	0	0	0
"weems,sonny"	pho	SG	36	423	35	90	13	33	7	13	6	41	47	10	37	1	40	0	90	0	0	0	0
"weems,sonny"	tot	SG	43	501	42	111	15	42	8	15	7	53	49	10	41	1	47	0	107	0	0	0	0
"west,david"	san	PF	78	1408	244	448	3	7	63	80	72	309	143	44	67	55	142	1	554	2	0	0	19
"westbrook,russel"	okl	PG	80	2749	656	1444	101	341	465	573	145	628	836	163	342	20	200	2	1878	6	0	0	80
"whiteside,hassan"	mia	C	73	2122	412	681	0	0	214	329	238	865	30	44	137	269	201	2	1038	2	0	0	43
"whittington,shay"	ind	PF	7	41	5	11	0	2	1	2	5	12	3	1	5	1	7	0	11	0	0	0	0
"wiggins,andrew"	min	SF	81	2844	594	1294	57	190	430	565	107	294	164	78	182	46	165	1	1675	1	0	0	81
"wilcox,c.j."	lac	SG	23	168	26	66	9	23	9	12	1	12	10	10	2	2	15	0	70	0	0	0	0
"williams,alan"	pho	C	10	67	10	24	0	0	9	14	14	38	5	4	6	5	15	0	29	0	0	0	0
"williams,deron"	dal	PG	65	2107	321	775	97	282	179	206	20	191	378	61	150	14	155	0	918	0	0	0	63
"williams,derrick"	nyk	PF	80	1442	254	565	44	150	194	256	47	296	75	30	61	9	69	0	746	0	0	0	9
"williams,elliot"	mem	SG	5	46	2	10	1	4	3	4	1	4	4	1	1	0	2	0	8	0	0	0	0
"williams,louis"	lal	SG	67	1911	283	695	110	321	352	424	32	170	167	62	107	19	107	1	1028	1	0	0	35
"williams,marvin"	cha	PF	81	2339	338	747	152	379	120	144	127	520	110	58	62	77	133	1	948	0	0	0	81
"williams,mo"	cle	PG	41	748	132	302	36	102	38	42	6	72	98	14	57	5	60	0	338	1	0	0	14
"winslow,justise"	mia	SF	78	2237	196	463	32	116	80	117	81	403	117	68	95	26	184	0	504	0	0	0	8
"withey,jeff"	uta	C	51	653	87	161	0	2	43	59	56	173	19	21	28	53	74	1	217	0	0	0	10
"wood,christian"	phi	PF	17	146	22	53	4	11	13	21	13	38	3	5	2	7	11	0	61	0	0	0	0
"wright,brandan"	mem	PF	12	213	35	52	0	0	13	24	14	43	6	5	10	15	21	0	83	0	0	0	2
"wright,delon"	tor	PG	27	231	36	81	5	13	26	35	8	37	31	8	16	3	7	0	103	0	0	0	1
"wroten,tony"	phi	SG	8	145	22	65	3	17	20	37	2	21	20	3	29	0	11	0	67	0	0	0	3
"young,james"	bos	SG	29	200	11	36	6	26	1	4	4	26	9	6	5	1	17	0	29	0	0	0	0
"young,joseph"	ind	PG	41	384	62	170	10	46	20	25	6	50	65	15	33	0	30	0	154	0	0	0	0
"young,nick"	lal	SF	54	1036	126	372	77	237	63	76	14	97	34	23	30	7	50	0	392	1	0	0	2
"young,thaddeus"	bro	SF	73	2413	495	963	7	30	105	163	177	661	135	112	136	37	182	3	1102	1	0	0	73
"zeller,cody"	cha	PF	73	1773	231	437	1	10	175	232	138	456	71	57	68	63	204	4	638	0	0	0	60
"zeller,tyler"	bos	C	60	714	138	290	0	0	88	108	62	178	29	10	46	22	97	1	364	0	0	0	3
