Player	Team	PS	GP	Min	FGM	FGA	3M	3A	FTM	FTA	OR	TR	AS	ST	TO	BK	PF	DQ	PTS	TC	EJ	FF	Sta
"acy,quincy"	sac	SF	56	789	60	127	2	10	30	45	66	200	24	19	28	23	114	1	152	5	0	0	0
"acy,quincy"	tor	SF	7	63	6	14	2	5	5	8	5	15	4	4	2	3	8	0	19	0	0	0	0
"acy,quincy"	tot	SF	63	852	66	141	4	15	35	53	71	215	28	23	30	26	122	1	171	5	0	0	0
"adams,steven"	okl	C	81	1200	93	185	0	0	79	136	142	332	44	40	71	57	203	3	265	1	0	0	20
"adrien,jeff"	cha	SF	25	257	22	40	0	0	13	25	33	88	7	7	8	15	35	0	57	0	0	0	0
"adrien,jeff"	mil	SF	28	706	121	235	0	0	63	94	69	218	31	17	31	21	73	0	305	2	0	0	12
"adrien,jeff"	tot	SF	53	963	143	275	0	0	76	119	102	306	38	24	39	36	108	0	362	2	0	0	12
"afflalo,arron"	orl	SG	73	2550	464	1011	128	300	274	336	32	262	248	35	146	3	136	0	1330	4	0	0	73
"ajinca,alexis"	nor	C	56	952	136	250	0	1	56	67	94	277	40	23	63	46	187	3	328	0	0	0	30
"aldrich,cole"	nyk	C	46	336	33	61	0	0	26	30	37	129	14	8	18	30	40	0	92	0	0	0	2
"aldridge,lamarcu"	por	PF	69	2496	652	1423	3	15	296	360	166	766	178	64	122	69	147	1	1603	2	0	0	69
"allen,lavoy"	ind	C	14	113	17	34	0	0	6	10	13	34	6	2	4	6	11	0	40	0	0	0	0
"allen,lavoy"	phi	PF	51	955	117	265	2	13	27	40	106	277	65	22	41	27	115	1	263	0	0	0	2
"allen,lavoy"	tot	PF	65	1068	134	299	2	13	33	50	119	311	71	24	45	33	126	1	303	0	0	0	2
"allen,ray"	mia	SG	73	1937	240	543	116	309	105	116	23	205	143	54	83	8	115	0	701	0	0	0	9
"allen,tony"	mem	SG	55	1276	204	413	11	47	76	121	79	208	94	90	90	19	121	0	495	2	0	0	28
"aminu,al-farouq"	nor	SF	80	2044	234	494	13	48	91	137	130	497	114	82	88	37	147	1	572	0	0	0	65
"amundson,lou"	chi	PF	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"amundson,lou"	nor	PF	17	175	15	30	0	0	5	20	27	52	5	9	14	10	47	2	35	1	0	0	0
"amundson,lou"	tot	PF	18	176	15	30	0	0	5	20	27	52	5	9	14	10	47	2	35	1	0	0	0
"andersen,chris"	mia	C	72	1396	177	275	3	12	120	169	129	379	19	32	53	97	162	1	477	1	0	0	0
"anderson,alan"	bro	SG	78	1770	194	485	84	248	92	118	40	175	80	48	62	11	147	0	564	2	0	0	26
"anderson,james"	phi	SG	80	2307	309	717	115	351	77	106	59	300	150	74	106	28	154	0	810	0	0	0	62
"anderson,ryan"	nor	PF	22	795	155	354	67	164	59	62	65	141	17	10	20	7	47	0	436	1	0	0	14
"antetokounmpo,gi"	mil	SG	77	1899	173	418	41	118	138	202	78	339	149	60	122	61	173	2	525	2	0	0	23
"anthony,carmelo"	nyk	SF	77	2981	743	1644	167	415	459	541	144	621	239	96	198	51	224	0	2112	11	0	0	77
"anthony,joel"	bos	C	21	152	10	26	0	0	2	6	13	31	2	3	2	8	13	0	22	0	0	0	0
"anthony,joel"	mia	C	12	38	2	6	0	0	2	2	2	7	0	0	1	4	4	0	6	0	0	0	0
"anthony,joel"	tot	C	33	190	12	32	0	0	4	8	15	38	2	3	3	12	17	0	28	0	0	0	0
"antic,pero"	atl	PF	50	928	123	294	56	171	50	66	57	209	59	19	55	12	126	0	352	2	0	0	26
"ariza,trevor"	was	SF	77	2723	389	853	180	442	149	193	99	475	192	126	132	20	179	2	1107	4	0	0	77
"armstrong,hilton"	gsw	PF	15	100	9	19	0	0	7	16	19	47	5	4	6	4	11	1	25	0	0	0	1
"artest,ron"	nyk	SF	29	389	56	141	17	54	10	16	18	59	17	24	19	8	44	0	139	1	0	0	1
"arthur,darrell"	den	PF	69	1164	162	410	24	64	53	62	52	210	61	39	58	47	185	3	401	3	0	0	1
"asik,omer"	hou	C	48	964	101	190	0	0	78	126	102	379	27	14	59	37	92	1	280	0	0	0	19
"augustin,d.j."	chi	PG	61	1861	291	694	132	321	195	221	15	126	303	52	116	3	140	0	909	1	0	0	9
"augustin,d.j."	tor	PG	10	81	7	24	1	11	6	6	0	4	10	1	9	0	7	0	21	0	0	0	0
"augustin,d.j."	tot	PG	71	1942	298	718	133	332	201	227	15	130	313	53	125	3	147	0	930	1	0	0	9
"ayon,gustavo"	atl	PF	26	429	52	102	0	0	8	20	42	125	28	25	29	10	47	0	112	0	0	0	14
"ayres,jeff"	san	PF	73	952	101	174	0	0	38	55	89	257	60	13	63	25	146	0	240	0	0	0	10
"babb,chris"	bos	SG	14	135	8	30	6	27	0	0	4	17	3	6	3	0	13	0	22	0	0	0	0
"babbitt,luke"	nor	SF	27	473	60	154	36	95	14	18	18	88	29	7	15	11	52	0	170	0	0	0	2
"barbosa,leandro"	pho	PG	20	368	56	131	7	25	31	39	5	37	32	7	19	4	30	0	150	0	0	0	0
"barea,j.j."	min	PG	79	1470	254	656	73	231	79	100	16	154	304	26	124	0	129	0	660	4	0	0	1
"bargnani,andrea"	nyk	PF	42	1253	222	502	30	108	84	102	70	223	45	14	58	51	100	1	558	3	0	0	39
"barnes,harrison"	gsw	SF	78	2207	271	678	66	190	130	181	66	311	116	65	84	20	158	0	738	0	0	0	24
"barnes,matt"	lac	SF	63	1738	231	527	97	283	66	90	60	292	125	56	85	28	185	1	625	4	0	0	40
"barton,will"	por	SG	41	387	65	156	10	33	26	32	16	74	33	9	18	7	31	0	166	1	0	0	0
"bass,brandon"	bos	PF	82	2262	352	725	2	6	205	239	161	471	87	36	102	71	190	0	911	3	0	0	73
"battier,shane"	mia	SF	73	1467	105	275	73	210	15	23	34	137	63	50	22	39	124	0	298	0	0	0	56
"batum,nicolas"	por	SF	82	2958	381	819	145	402	163	203	116	611	420	75	209	57	156	1	1070	1	0	0	82
"bayless,jerryd"	bos	PG	41	1034	158	378	51	130	49	61	14	86	128	40	60	4	89	0	416	2	0	0	14
"bayless,jerryd"	mem	PG	31	652	90	239	25	83	45	57	8	59	66	20	22	5	72	1	250	2	0	0	5
"bayless,jerryd"	tot	PG	72	1686	248	617	76	213	94	118	22	145	194	60	82	9	161	1	666	4	0	0	19
"baynes,aron"	san	PF	53	491	71	163	0	0	19	21	57	145	34	2	36	5	77	1	161	0	0	0	4
"bazemore,kent"	gsw	SG	44	268	36	97	10	39	19	36	5	40	20	12	28	6	42	0	101	0	0	0	0
"bazemore,kent"	lal	SG	23	644	111	246	33	89	47	73	5	77	72	31	51	7	60	0	302	0	0	0	15
"bazemore,kent"	tot	SG	67	912	147	343	43	128	66	109	10	117	92	43	79	13	102	0	403	0	0	0	15
"beal,bradley"	was	SG	73	2529	481	1149	138	343	149	189	54	273	245	71	128	18	153	0	1249	0	0	0	73
"beasley,michael"	mia	SF	55	833	177	355	21	54	61	79	31	172	41	23	57	21	93	1	436	0	0	0	2
"belinelli,marco"	san	SG	80	2015	337	695	126	293	111	131	18	226	179	50	95	7	130	0	911	0	0	0	25
"bennett,anthony"	cle	PF	52	666	80	225	13	53	44	69	49	155	17	21	47	8	93	1	217	1	0	0	0
"beverley,patrick"	hou	PG	57	1750	199	481	92	255	83	102	72	196	149	78	66	23	174	4	573	6	0	0	55
"biedrins,andris"	uta	C	6	44	1	1	0	0	1	6	2	17	0	0	2	0	6	0	3	0	0	0	0
"billups,chauncey"	det	PG	19	310	24	79	14	48	10	12	4	28	42	8	25	1	25	0	72	1	0	0	7
"biyombo,bismack"	cha	PF	77	1073	88	144	0	0	46	89	105	366	8	7	40	86	124	1	222	1	0	0	9
"blair,dejuan"	dal	C	78	1217	210	393	0	2	77	121	139	368	70	60	77	21	192	1	497	1	0	0	13
"blake,steve"	gsw	PG	28	607	45	120	27	79	5	8	5	56	102	20	31	6	36	0	122	0	0	0	1
"blake,steve"	lal	PG	27	889	88	233	52	131	28	35	8	103	205	33	71	2	49	0	256	0	0	0	27
"blake,steve"	tot	PG	55	1496	133	353	79	210	33	43	13	159	307	53	102	8	85	0	378	0	0	0	28
"blatche,andray"	bro	PF	73	1622	321	674	15	54	164	221	120	390	112	75	110	38	166	0	821	2	0	0	7
"bledsoe,eric"	pho	PG	43	1416	265	556	50	140	183	237	27	202	236	69	143	14	99	0	763	3	0	0	40
"blue,vander"	bos	SG	3	14	2	4	0	1	1	5	0	3	1	0	2	0	1	0	5	0	0	0	0
"bogans,keith"	bos	SG	6	55	3	6	3	6	3	3	0	3	3	1	1	0	2	0	12	0	0	0	0
"bogut,andrew"	gsw	C	67	1770	235	375	0	0	22	64	181	670	113	48	97	119	210	3	492	7	0	0	67
"bonner,matt"	san	PF	61	697	73	164	42	98	9	12	16	131	31	15	16	11	49	0	197	0	0	0	0
"booker,trevor"	was	PF	72	1553	222	403	0	2	47	76	149	379	64	41	58	45	131	0	491	2	0	0	45
"boozer,carlos"	chi	PF	76	2143	447	980	0	2	148	193	137	632	119	54	154	22	216	0	1042	7	0	0	76
"bosh,chris"	mia	PF	79	2529	492	954	74	219	223	272	98	522	87	80	124	78	192	1	1281	3	0	0	79
"bradley,avery"	bos	PG	60	1855	361	825	79	200	90	112	48	226	85	63	96	11	145	3	891	0	0	0	58
"brand,elton"	atl	PF	73	1416	179	332	0	2	61	94	97	361	74	40	60	88	192	0	419	1	0	0	15
"brewer,corey"	min	SF	81	2611	387	807	59	211	163	227	63	207	134	150	105	30	210	1	996	2	0	0	81
"brewer,ronnie"	chi	SF	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"brewer,ronnie"	hou	SF	23	160	3	15	1	8	0	2	2	14	10	6	2	1	4	0	7	0	0	0	3
"brewer,ronnie"	tot	SF	24	162	3	15	1	8	0	2	2	14	10	6	2	1	4	0	7	0	0	0	3
"brooks,aaron"	den	PG	29	841	129	318	42	116	46	51	20	78	150	27	66	7	70	0	346	5	0	0	12
"brooks,aaron"	hou	PG	43	717	104	263	54	132	37	44	23	62	83	25	51	6	76	0	299	1	0	0	0
"brooks,aaron"	tot	PG	72	1558	233	581	96	248	83	95	43	140	233	52	117	13	146	0	645	6	0	0	12
"brooks,marshon"	bos	SG	10	73	9	24	2	4	11	14	1	19	4	1	7	2	5	0	31	0	0	0	0
"brooks,marshon"	gsw	SG	7	17	5	13	0	2	3	4	1	5	0	1	0	0	0	0	13	0	0	0	0
"brooks,marshon"	lal	SG	18	230	43	88	11	19	18	26	8	30	20	12	17	3	16	0	115	0	0	0	0
"brooks,marshon"	tot	SG	35	320	57	125	13	25	32	44	10	54	24	14	24	5	21	0	159	0	0	0	0
"brown,lorenzo"	phi	PG	26	226	26	86	3	30	9	13	8	28	41	13	16	3	19	0	64	0	0	0	0
"brown,shannon"	nyk	PG	19	150	16	38	0	0	8	12	6	15	4	12	10	0	12	0	40	0	0	0	0
"brown,shannon"	san	PG	10	104	8	28	0	2	7	9	1	13	5	1	8	0	12	0	23	0	0	0	1
"brown,shannon"	tot	PG	29	254	24	66	0	2	15	21	7	28	9	13	18	0	24	0	63	0	0	0	1
"bryant,kobe"	lal	SG	6	177	31	73	3	16	18	21	2	26	38	7	34	1	9	0	83	0	0	0	6
"budinger,chase"	min	SF	41	754	100	254	42	120	32	39	19	103	31	19	24	2	58	0	274	0	0	0	8
"bullock,reggie"	lac	SG	43	397	43	121	22	73	7	9	11	54	12	9	13	1	26	0	115	0	0	0	0
"burke,trey"	uta	PG	70	2262	341	897	111	336	102	113	37	208	396	41	131	6	145	1	895	0	0	0	68
"burks,alec"	uta	PG	78	2192	380	831	50	143	279	373	59	257	212	69	149	14	190	2	1089	0	0	0	12
"butler,caron"	mil	SF	34	819	137	354	53	147	47	56	16	158	56	23	53	11	64	0	374	0	0	0	13
"butler,caron"	okl	SF	22	597	76	186	45	102	16	19	5	71	26	24	8	6	56	1	213	0	0	0	0
"butler,caron"	tot	SF	56	1416	213	540	98	249	63	75	21	229	82	47	61	17	120	1	587	0	0	0	13
"butler,jimmy"	chi	SG	67	2594	275	693	68	240	260	338	87	329	175	126	102	35	106	0	878	4	0	0	67
"butler,rasual"	ind	SG	50	382	51	110	26	62	8	14	6	41	17	7	11	9	30	0	136	0	0	0	2
"buycks,dwight"	tor	PG	14	147	15	48	5	17	8	9	4	23	10	8	10	0	11	0	43	0	0	0	0
"bynum,andrew"	cle	C	24	481	85	203	0	0	32	42	47	126	27	6	30	28	28	0	202	0	0	0	19
"bynum,andrew"	ind	C	2	36	9	22	0	0	5	7	6	19	2	0	4	1	3	0	23	0	0	0	0
"bynum,andrew"	tot	C	26	517	94	225	0	0	37	49	53	145	29	6	34	29	31	0	225	0	0	0	19
"bynum,will"	det	PG	56	1054	184	430	20	62	97	121	24	99	216	39	103	7	121	0	485	2	0	0	3
"calathes,nick"	mem	SG	71	1174	142	311	19	61	44	72	23	137	209	65	101	8	117	0	347	1	0	0	7
"calderon,jose"	dal	PG	81	2472	341	748	191	425	52	63	29	192	378	69	103	11	136	0	925	3	0	0	81
"caldwell-pope,ke"	det	SG	80	1582	182	460	59	185	47	61	38	156	55	75	28	12	145	0	470	1	0	0	41
"canaan,isaiah"	hou	PG	22	253	31	87	18	55	21	29	7	24	23	8	20	4	25	0	101	0	0	0	0
"carroll,demarre"	atl	SF	73	2343	302	642	97	268	109	141	107	403	135	108	79	21	188	0	810	3	0	0	73
"carter,vince"	dal	SG	81	1975	330	811	146	371	161	196	67	284	212	61	108	35	209	1	967	1	0	0	0
carter-williams	phi	PG	70	2415	427	1054	55	208	258	367	101	437	441	129	247	43	213	2	1167	3	0	0	70
"casspi,omri"	hou	SF	71	1284	173	410	61	176	83	122	55	260	89	44	73	14	100	0	490	0	0	0	2
"chalmers,mario"	mia	PG	73	2182	254	560	87	226	121	163	41	214	357	119	162	16	210	0	716	4	0	0	73
"chandler,tyson"	nyk	C	55	1665	191	322	0	1	98	155	159	529	60	37	71	63	145	2	480	8	0	0	55
"chandler,wilson"	den	SG	62	1925	307	738	122	351	110	152	58	294	114	46	79	31	193	4	846	0	0	0	55
"childress,josh"	nor	SF	4	24	0	0	0	0	0	0	0	3	2	1	1	0	1	0	0	0	0	0	0
"christmas,dionte"	pho	SG	31	199	22	62	9	31	18	24	13	38	8	2	6	3	19	0	71	0	0	0	0
"clark,earl"	cle	SF	45	699	90	240	40	116	14	24	20	127	16	16	30	19	61	0	234	0	0	0	17
"clark,earl"	nyk	SF	9	70	7	21	1	6	8	10	2	16	2	1	1	6	6	0	23	0	0	0	0
"clark,earl"	tot	SF	54	769	97	261	41	122	22	34	22	143	18	17	31	25	67	0	257	0	0	0	17
"clark,ian"	uta	SG	23	174	26	67	11	31	5	7	3	19	15	8	14	2	24	0	68	0	0	0	0
"claver,victor"	por	SF	21	182	17	42	3	18	10	11	9	39	12	3	11	3	16	0	47	0	0	0	0
"cole,norris"	mia	PG	82	2012	207	500	60	174	53	68	17	160	247	77	128	5	156	0	527	2	0	0	6
"collins,jason"	bro	C	22	175	11	24	0	3	3	4	7	19	4	8	7	1	30	0	25	0	0	0	1
"collison,darren"	lac	PG	80	2071	324	694	71	189	192	224	47	188	297	93	132	15	150	1	911	0	0	0	35
"collison,nick"	okl	PF	81	1357	134	241	4	17	66	93	116	293	104	30	71	28	187	0	338	2	0	0	0
"conley,mike"	mem	PG	73	2447	463	1030	105	291	225	276	41	213	439	110	150	13	141	1	1256	0	0	0	73
"copeland,chris"	ind	SF	41	268	55	117	33	79	10	14	7	32	18	3	14	7	38	0	153	1	0	0	0
"cousins,demarcus"	sac	C	71	2296	591	1191	0	7	432	595	218	831	207	109	251	91	270	4	1614	16	0	0	71
"covington,robert"	hou	SF	7	35	6	14	4	11	0	0	2	5	0	2	1	0	3	0	16	0	0	0	0
"crabbe,allen"	por	SG	15	98	12	33	6	14	3	4	1	9	6	2	3	1	10	1	33	0	0	0	0
"crawford,jamal"	lac	SG	69	2093	421	1011	161	446	279	322	34	158	223	59	135	12	120	0	1282	4	0	0	24
"crawford,jordan"	bos	SG	39	1200	188	454	50	157	110	126	18	120	224	34	84	3	76	0	536	3	0	0	35
"crawford,jordan"	gsw	SG	42	658	139	333	40	128	36	43	10	63	57	13	50	2	44	0	354	2	0	0	0
"crawford,jordan"	tot	SG	81	1858	327	787	90	285	146	169	28	183	281	47	134	5	120	0	890	5	0	0	35
"crowder,jae"	dal	SF	78	1258	130	296	50	151	46	61	46	194	60	59	41	21	100	0	356	2	0	0	8
"cunningham,dante"	min	PF	81	1635	237	510	0	6	38	67	113	331	84	62	43	57	146	0	512	1	0	0	7
"cunningham,jared"	atl	SG	5	23	1	2	0	1	0	2	0	1	3	0	2	0	3	0	2	0	0	0	0
"cunningham,jared"	sac	SG	8	58	5	19	1	6	13	14	1	5	5	3	0	0	13	0	24	0	0	0	0
"cunningham,jared"	tot	SG	13	81	6	21	1	7	13	16	1	6	8	3	2	0	16	0	26	0	0	0	0
"curry,seth"	cle	SG	1	9	1	3	1	1	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0
"curry,seth"	mem	PG	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"curry,seth"	tot	PG	2	13	1	3	1	1	0	0	0	1	0	2	0	0	0	0	3	0	0	0	0
"curry,stephen"	gsw	PG	78	2843	652	1383	261	615	308	348	46	334	667	129	294	14	194	1	1873	0	0	0	78
"dalembert,samuel"	dal	C	80	1614	214	377	0	1	101	137	200	541	38	41	90	94	210	0	529	1	0	0	68
"daniels,troy"	hou	SG	5	76	15	31	12	25	0	0	0	4	5	0	3	0	6	0	42	0	0	0	1
"datome,luigi"	det	SF	34	236	34	97	7	39	8	10	14	46	11	6	11	1	20	0	83	0	0	0	0
"davies,brandon"	phi	PF	51	573	54	128	2	10	34	53	38	109	28	24	35	8	92	1	144	0	0	0	0
"davis,anthony"	nor	PF	67	2360	522	1005	2	9	348	440	207	673	105	89	109	189	200	1	1394	3	0	0	66
"davis,ed"	mem	PF	63	956	155	290	0	0	47	89	92	260	27	17	40	43	114	0	357	2	0	0	4
"davis,glen"	lac	PF	23	309	39	81	0	1	18	23	21	69	7	12	17	7	48	1	96	1	0	0	1
"davis,glen"	orl	PF	45	1359	232	512	4	10	77	114	87	282	70	46	59	22	111	2	545	2	0	0	43
"davis,glen"	tot	PF	68	1668	271	593	4	11	95	137	108	351	77	58	76	29	159	3	641	3	0	0	44
"daye,austin"	san	SF	14	117	21	55	12	29	4	7	3	20	6	4	5	4	14	0	58	0	0	0	1
"daye,austin"	tor	PF	8	34	3	13	0	8	2	3	2	7	2	0	0	0	4	0	8	0	0	0	0
"daye,austin"	tot	PF	22	151	24	68	12	37	6	10	5	27	8	4	5	4	18	0	66	0	0	0	1
"decolo,nando"	san	PG	26	302	42	93	10	31	18	22	6	45	32	15	21	3	25	0	112	0	0	0	3
"decolo,nando"	tor	PG	21	198	22	60	8	22	13	13	8	28	33	7	14	3	23	0	65	0	0	0	0
"decolo,nando"	tot	PG	47	500	64	153	18	53	31	35	14	73	65	22	35	6	48	0	177	0	0	0	3
"dedmon,dewayne"	gsw	C	3	5	0	0	0	0	1	2	0	0	0	0	0	0	1	0	1	0	0	0	0
"dedmon,dewayne"	orl	C	16	235	23	53	0	0	13	17	27	78	2	7	9	13	37	1	59	0	0	0	6
"dedmon,dewayne"	phi	C	11	150	15	29	0	0	7	13	11	49	3	0	9	9	28	1	37	0	0	0	0
"dedmon,dewayne"	tot	C	30	390	38	82	0	0	21	32	38	127	5	7	18	22	66	2	97	0	0	0	6
"dellavedova,matt"	cle	SG	72	1276	122	296	57	154	38	48	30	124	186	34	60	5	121	0	339	1	0	0	4
"deng,luol"	chi	SF	23	862	160	354	17	62	101	124	40	158	85	24	59	4	53	0	438	0	0	0	23
"deng,luol"	cle	SF	40	1351	211	506	40	127	111	144	59	203	98	38	55	5	58	0	573	1	0	0	40
"deng,luol"	tot	SF	63	2213	371	860	57	189	212	268	99	361	183	62	114	9	111	0	1011	1	0	0	63
"derozan,demar"	tor	SG	79	3020	604	1407	64	210	519	630	51	343	313	86	176	28	197	0	1791	8	0	0	79
"diaw,boris"	san	PF	79	1974	302	580	45	112	68	92	74	325	222	44	121	32	140	0	717	0	0	0	24
"dieng,gorgui"	min	C	60	821	113	227	1	1	59	93	103	300	39	30	54	50	108	0	286	0	0	0	15
"douglas,toney"	gsw	PG	24	264	32	86	19	59	5	8	4	25	19	6	16	2	34	0	88	0	0	0	0
"douglas,toney"	mia	PG	27	413	41	104	12	43	20	26	14	61	49	13	18	3	47	0	114	0	0	0	17
"douglas,toney"	tot	PG	51	677	73	190	31	102	25	34	18	86	68	19	34	5	81	0	202	0	0	0	17
douglas-roberts	cha	SF	49	1017	111	252	51	132	66	82	16	119	51	29	36	16	61	0	339	0	0	0	8
"dragic,goran"	pho	PG	76	2671	552	1093	122	299	316	416	69	245	448	104	213	22	206	1	1542	7	0	0	75
"drummond,andre"	det	C	81	2614	479	769	0	2	137	328	440	1071	35	102	109	131	273	3	1095	9	0	0	81
"dudley,jared"	lac	SG	74	1730	196	447	81	225	38	58	36	160	104	41	56	10	146	0	511	0	0	0	43
"duncan,tim"	san	PF	74	2155	444	906	0	5	231	316	158	722	220	43	159	139	134	2	1119	8	0	0	74
"dunleavy,mike"	chi	SG	82	2586	333	774	123	324	140	164	46	345	186	64	108	46	163	0	929	1	0	0	61
"durant,kevin"	okl	SF	81	3118	849	1688	192	491	703	805	58	599	445	103	285	59	174	0	2593	16	0	0	81
"edwards,shane"	cle	SF	2	11	1	3	0	0	0	0	1	2	0	0	1	0	1	0	2	0	0	0	0
"ellington,wayne"	dal	SG	45	398	55	126	25	59	10	11	8	43	19	16	11	2	33	0	145	0	0	0	1
"ellis,monta"	dal	PG	82	3023	577	1279	69	209	339	430	38	295	470	141	263	23	197	0	1562	6	0	0	82
"ely,melvin"	nor	C	2	27	3	6	0	0	0	0	0	1	0	0	0	1	5	0	6	0	0	0	0
"evans,jeremy"	uta	SF	66	1208	175	332	0	2	51	75	120	309	44	42	40	46	139	2	401	0	0	0	4
"evans,reggie"	bro	PF	30	400	23	59	0	0	35	65	53	149	5	13	28	2	54	0	81	1	0	0	6
"evans,reggie"	sac	PF	24	498	48	91	0	0	37	65	62	185	16	24	30	1	65	1	133	1	0	0	14
"evans,reggie"	tot	PF	54	898	71	150	0	0	72	130	115	334	21	37	58	3	119	1	214	2	0	0	20
"evans,tyreke"	nor	PG	72	2024	391	897	21	95	239	310	76	341	363	84	175	21	155	0	1042	3	0	0	22
"faried,kenneth"	den	SF	80	2179	447	820	0	3	202	311	237	683	95	70	135	69	193	0	1096	5	0	0	77
"farmar,jordan"	lal	PG	41	912	151	364	70	160	44	59	20	104	199	38	95	8	65	0	416	1	0	0	5
"faverani,vitor"	bos	C	37	488	64	146	12	40	24	37	42	128	16	14	41	27	74	1	164	0	0	0	8
"favors,derrick"	uta	PF	73	2202	390	747	0	1	190	284	199	637	91	75	129	108	235	1	970	0	0	0	73
"felix,carrick"	cle	SG	7	38	7	14	2	5	3	4	1	6	4	0	4	0	4	0	19	0	0	0	0
"felton,raymond"	nyk	PG	65	2020	240	608	62	195	88	122	54	197	368	77	129	27	157	1	630	1	0	0	65
"fields,landry"	tor	SF	30	322	27	67	0	5	14	22	15	59	20	10	11	3	25	0	68	0	0	0	2
"fisher,derek"	okl	PG	81	1430	141	361	88	229	55	71	12	122	117	70	49	3	157	0	425	4	0	0	0
"fournier,evan"	den	SG	76	1502	228	544	89	237	93	123	34	202	114	34	100	7	179	1	638	1	0	0	4
"foye,randy"	den	PG	81	2487	361	875	189	498	157	185	36	232	288	67	145	39	205	4	1068	0	0	0	78
"franklin,jamaal"	mem	SG	21	162	16	39	5	11	2	2	4	23	6	4	10	2	23	0	39	0	0	0	0
"fredette,jimmer"	chi	PG	8	57	13	29	4	11	2	2	1	7	3	0	4	0	7	0	32	0	0	0	0
"fredette,jimmer"	sac	PG	41	462	94	198	36	73	17	19	7	45	61	14	44	3	28	0	241	0	0	0	0
"fredette,jimmer"	tot	PG	49	519	107	227	40	84	19	21	8	52	64	14	48	3	35	0	273	0	0	0	0
"freeland,joel"	por	PF	52	724	77	161	0	2	20	29	87	207	36	10	33	22	95	0	174	1	0	0	0
"frye,channing"	pho	PF	82	2316	336	778	160	432	78	95	73	416	98	60	89	63	245	1	910	2	0	0	82
"garcia,francisco"	hou	SG	55	1083	118	294	69	193	10	19	21	122	63	27	30	33	120	1	315	1	0	0	4
"garnett,kevin"	bro	PF	54	1111	157	356	0	3	38	47	60	357	82	44	69	40	123	1	352	9	0	0	54
"garrett,diante"	uta	SG	71	1050	101	265	36	96	10	12	11	97	120	41	75	5	75	0	248	0	0	0	0
"gasol,marc"	mem	C	59	1976	336	711	2	11	185	241	84	424	216	59	111	76	150	1	859	0	0	0	59
"gasol,pau"	lal	PF	60	1883	425	885	4	14	187	254	124	580	201	27	141	92	124	0	1041	0	0	0	60
"gay,rudy"	sac	SF	55	1894	407	844	43	138	250	299	84	304	169	67	165	33	124	1	1107	3	0	0	55
"gay,rudy"	tor	SF	18	638	130	335	22	59	68	88	29	133	40	28	59	23	47	1	350	0	0	0	18
"gay,rudy"	tot	SF	73	2532	537	1179	65	197	318	387	113	437	209	95	224	56	171	2	1457	3	0	0	73
"gee,alonzo"	cle	SG	65	1021	98	237	19	59	43	61	35	149	47	39	44	15	96	0	258	0	0	0	24
"george,paul"	ind	SG	80	2902	576	1361	182	500	401	464	66	543	283	151	224	22	198	0	1735	8	0	0	80
"gibson,taj"	chi	PF	82	2353	429	896	0	7	211	281	200	559	91	41	150	110	207	2	1069	8	0	0	8
"ginobili,manu"	san	SG	68	1554	294	627	90	258	160	188	30	204	291	70	139	17	128	0	838	0	0	0	3
"gobert,rudy"	uta	C	45	436	36	74	0	0	32	65	51	155	7	8	32	41	57	2	104	0	0	0	0
"gomes,ryan"	okl	SF	5	33	3	8	0	2	0	0	0	4	1	0	1	0	5	0	6	0	0	0	0
"gooden,drew"	was	PF	22	394	76	143	7	18	24	27	37	113	15	10	17	7	53	0	183	0	0	0	0
"goodwin,archie"	pho	SG	52	533	76	167	5	36	37	55	25	87	20	20	44	11	45	0	194	0	0	0	0
"gordon,ben"	cha	SG	19	280	37	108	8	29	17	21	3	27	21	10	21	2	18	0	99	0	0	0	0
"gordon,eric"	nor	SG	64	2057	356	817	101	258	175	223	30	164	207	75	134	12	114	2	988	1	0	0	64
"gortat,marcin"	was	C	81	2660	455	840	1	1	157	229	202	767	136	41	126	121	201	2	1068	3	0	0	80
"granger,danny"	ind	SF	29	655	80	223	31	94	51	53	24	105	33	9	36	13	41	0	242	0	0	0	2
"granger,danny"	lac	SF	12	193	36	84	12	34	12	14	7	28	8	3	10	4	21	0	96	0	0	0	0
"granger,danny"	tot	SF	41	848	116	307	43	128	63	67	31	133	41	12	46	17	62	0	338	0	0	0	2
"gray,aaron"	sac	C	33	330	25	58	0	1	10	18	39	103	19	10	27	8	57	0	60	1	0	0	6
"gray,aaron"	tor	C	4	20	2	3	0	0	1	2	3	8	3	0	4	0	7	0	5	0	0	0	0
"gray,aaron"	tot	C	37	350	27	61	0	1	11	20	42	111	22	10	31	8	64	0	65	1	0	0	6
"green,danny"	san	SG	69	1652	218	505	132	318	50	63	25	229	104	65	76	62	107	0	618	0	0	0	59
"green,draymond"	gsw	SF	82	1796	187	459	55	165	82	123	86	409	152	98	91	72	231	3	511	7	0	0	12
"green,gerald"	pho	SG	82	2327	448	1006	204	510	195	230	47	274	122	70	145	42	220	3	1295	9	0	0	48
